,0
1149,Eddie and the Cruisers II: Eddie Lives! 
1150,Enemies: A Love Story 
1151,"Experts, The "
1152,The Girl in a Swing 
1153,Going Overboard 
1154,Happy Together 
1155,Homer & Eddie 
1156,Immediate Family 
1157,In Country 
1158,Jacknife 
1159,Leviathan 
1160,Lock Up 
1161,Miss Firecracker 
1162,Old Gringo 
1163,Parents 
1164,Red Scorpion 
1165,Jackpot 
1166,"Monkey's Mask, The "
1167,Relentless 
1168,Renegades 
1169,"Return of Swamp Thing, The "
1170,Romero 
1171,Rosalie Goes Shopping 
1172,Rude Awakening 
1173,Scandal 
1174,Shirley Valentine 
1175,Shocker 
1176,Slaves of New York 
1177,Some Girls 
1178,Stepfather II 
1179,Tap 
1180,Vampire's Kiss 
1181,Warlock 
1182,Worth Winning 
1183,Warlock: The Armageddon 
1184,Def-Con 4 
1185,"Hotel New Hampshire, The "
1186,Idiot Box 
1187,Left Luggage 
1188,"Zorro, the Gay Blade "
1189,Orphans 
1190,Thomas in Love 
1191,"Cage aux Folles II, La "
1192,Liebestraum 
1193,"Wild Child, The "
1194,Bad Timing: A Sensual Obsession 
1195,On the Edge 
1196,"Turandot Project, The "
1197,Aberdeen 
1198,Innocence 
1199,"American Rhapsody, An "
1200,Lisa Picard is Famous 
1201,Punks 
1202,Waking Up in Reno 
1203,Speedway Junky 
1204,"Hunter, The "
1205,Maniac 
1206,Vamp 
1207,Wish Upon a Star 
1208,Soul Survivors 
1209,Bounce: Behind the Velvet Rope 
1210,Diamond Men 
1211,Djomeh 
1212,"Iron Ladies, The "
1213,Kill Me Later 
1214,Abbott and Costello Meet the Mummy 
1215,Dr. Mabuse: The Gambler 
1216,Children Underground 
1217,Go Tigers! 
1218,Megiddo: The Omega Code 2 
1219,"Return of a Man Called Horse, The "
1220,Valdez Is Coming 
1221,Montenegro 
1222,"Hole in the Head, A "
1223,Sayonara 
1224,"Shop on Main Street, The "
1225,Spring Break 
1226,Born Romantic 
1227,Go Figure 
1228,Won't Anybody Listen? 
1229,Grateful Dawg 
1230,Lady in a Cage 
1231,Carny 
1232,Cheech & Chong's Next Movie 
1233,Cruising 
1234,D.O.A. 
1235,Death Ship 
1236,Divine Madness! 
1237,"Dogs of War, The "
1238,"Learning Curve, The "
1239,Things Behind the Sun 
1240,Brannigan 
1241,Clambake 
1242,Destiny in Space 
1243,Hail Columbia! 
1244,Kansas 
1245,Mission to Mir 
1246,Bangkok Dangerous 
1247,Burnt Money 
1248,Dancing at the Blue Iguana 
1249,Intimacy 
1250,On the Line 
1251,Ouch 
1252,Trembling Before G-d 
1253,King of the Jungle 
1254,Maze 
1255,Timerider: The Adventure of Lyle Swann 
1256,"Wash, The "
1257,"Fluffer, The "
1258,"Way We Laughed, The "
1259,Hell Up in Harlem 
1260,Bucktown 
1261,Across 110th Street 
1262,"Little Soldier, The "
1263,Katie Tippel 
1264,Circus of Horrors 
1265,"Young Lions, The "
1266,Halls of Montezuma 
1267,Guadalcanal Diary 
1268,Anzio 
1269,Funeral in Berlin 
1270,Don't Go in the House 
1271,"Earthling, The "
1272,"Exterminator, The "
1273,"Falls, The "
1274,Fatso 
1275,"Aviator's Wife, The "
1276,"First Deadly Sin, The "
1277,At the Earth's Core 
1278,Empire of the Ants 
1279,I Bury the Living 
1280,Invasion U.S.A. 
1281,Lone Wolf McQuade 
1282,"Sicilian, The "
1283,"Independent, The "
1284,Piñero 
1285,"Owl and the Pussycat, The "
1286,"Crawling Eye, The "
1287,"Holcroft Covenant, The "
1288,Morgan! 
1289,Silent Rage 
1290,Little Otik 
1291,Dodsworth 
1292,Medium Cool 
1293,Sahara 
1294,Fritz the Cat 
1295,"Nine Lives of Fritz the Cat, The "
1296,Separate Tables 
1297,Sex and Zen 
1298,"Big Heat, The "
1299,Motorama 
1300,Queen Bee 
1301,Silent Trigger 
1302,"Servant, The "
1303,Come Undone 
1304,China Moon 
1305,"Good Wife, The "
1306,Maria's Lovers 
1307,Romantic Comedy 
1308,Wuthering Heights 
1309,California Suite 
1310,"Long Gray Line, The "
1311,"Flight of Dragons, The "
1312,Forbidden Zone 
1313,"Formula, The "
1314,Foxes 
1315,Galaxina 
1316,"Farewell, The "
1317,Time of Favor 
1318,"Enigma of Kaspar Hauser, The "
1319,4 for Texas 
1320,Heart of Glass 
1321,Mrs. Soffel 
1322,American Adobo 
1323,"Hey, Happy! "
1324,Falling in Love 
1325,Young at Heart 
1326,"Rumor of Angels, A "
1327,Caged Heat 
1328,Carmen Jones 
1329,"Five Heartbeats, The "
1330,Get Out Your Handkerchiefs 
1331,Honky Tonk Freeway 
1332,"Hunchback of Notre Dame, The "
1333,The Man from Acapulco 
1334,Bright Eyes 
1335,Dimples 
1336,"Man Who Loved Women, The "
1337,Richard Pryor Here and Now 
1338,Cows 
1339,Cast a Giant Shadow 
1340,Funny Lady 
1341,"Heartbreak Kid, The "
1342,Saturday Night and Sunday Morning 
1343,Summer of '42 
1344,"Touch of Class, A "
1345,Town Without Pity 
1346,Used Cars 
1347,"Deadly Mantis, The "
1348,Big Bad Love 
1349,Green Dragon 
1350,"Last Man, The "
1351,Maryam 
1352,State Property 
1353,"Bad News Bears Go to Japan, The "
1354,"Bad News Bears in Breaking Training, The "
1355,"Firemen's Ball, The "
1356,"Lone Ranger, The "
1357,"Lone Ranger and the Lost City of Gold, The "
1358,Loves of a Blonde 
1359,Black Like Me 
1360,Cattle Queen of Montana 
1361,Under the Skin 
1362,Trouble Every Day 
1363,"Arena, The "
1364,"Church, The "
1365,Cross Creek 
1366,Night of the Zombies 
1367,Intersection 
1368,"Jo Jo Dancer, Your Life is Calling "
1369,Stage Fright 
1370,"Troll in Central Park, A "
1371,"Amazing Adventure, The "
1372,My Favorite Brunette 
1373,Scarlet Street 
1374,Full Frontal 
1375,Divorcing Jack 
1376,"Field, The "
1377,Hidden Agenda 
1378,Luminarias 
1379,"Great Rock 'n' Roll Swindle, The "
1380,Hawk the Slayer 
1381,He Knows You're Alone 
1382,Heaven's Gate 
1383,Hero at Large 
1384,Honeysuckle Rose 
1385,How to Beat the High Cost of Living 
1386,Inside Moves 
1387,"Island, The "
1388,"Jazz Singer, The "
1389,Who's Singin' Over There? 
1390,Zombie Lake 
1391,Lion of the Desert 
1392,"Long Riders, The "
1393,"Man Who Saw Tomorrow, The "
1394,Eaten Alive 
1395,"Monster Club, The "
1396,Death Watch 
1397,Mother's Day 
1398,"Mountain Men, The "
1399,"Ninth Configuration, The "
1400,Burial Ground 
1401,"Nude Bomb, The "
1402,"Oh, Heavenly Dog! "
1403,"Pepi, Luci, Bom "
1404,Super Fuzz 
1405,Pauline & Paulette 
1406,Barabbas 
1407,"Ghost Breakers, The "
1408,I Think I Do 
1409,"Paleface, The "
1410,Road to Singapore 
1411,Road to Utopia 
1412,Road to Zanzibar 
1413,Split Second 
1414,"Tale of Springtime, A "
1415,Serial 
1416,"Young Master, The "
1417,Simon 
1418,Spetters 
1419,"Charter Trip, The "
1420,Teheran 43: Spy Ring 
1421,Cousins in Love 
1422,In the Winter Dark 
1423,Homicidal 
1424,Life is to Whistle 
1425,"Light at the Edge of the World, The "
1426,Mr. Sardonicus 
1427,Strait-Jacket 
1428,Teddy Bears' Picnic 
1429,30 Years to Life 
1430,Very Annie Mary 
1431,Bar Girls 
1432,Crimes of Passion 
1433,"Evil That Men Do, The "
1434,Salmonberries 
1435,"Wrong Guys, The "
1436,"Destinées, Les "
1437,"After Dark, My Sweet "
1438,Body and Soul 
1439,First Men in the Moon 
1440,New Best Friend 
1441,Bite the Bullet 
1442,Breakout 
1443,Return of the Killer Tomatoes! 
1444,Return to Horror High 
1445,Transylvania 6-5000 
1446,Behind the Sun 
1447,Chelsea Walls 
1448,Girls Can't Swim 
1449,Joshua 
1450,Spooky House 
1451,"Frank McKlusky, C.I. "
1452,In Praise of Love 
1453,Some Body 
1454,Vulgar 
1455,"Aviator, The "
1456,"Coca-Cola Kid, The "
1457,Cuba 
1458,Joe 
1459,Nomads 
1460,"Temp, The "
1461,Thief of Hearts 
1462,"Mystic Masseur, The "
1463,Warm Water Under a Red Bridge 
1464,The Big Sleep 
1465,Cactus Flower 
1466,"Cassandra Crossing, The "
1467,Rambling Rose 
1468,"Survivors, The "
1469,White Fang 2: Myth of the White Wolf 
1470,Whore 
1471,My Beautiful Laundrette 
1472,Ballad of a Soldier 
1473,Big Bad Mama 
1474,Big Bad Mama II 
1475,"Final Darkness, The "
1476,Devil Doll 
1477,"Lady in Red, The "
1478,"Charge of the Light Brigade, The "
1479,"Hound of the Baskervilles, The "
1480,"Pride and the Passion, The "
1481,Bus Stop 
1482,Cowboy 
1483,Don't Bother to Knock 
1484,Let's Make Love 
1485,River of No Return 
1486,"Diaries of Vaslav Nijinsky, The "
1487,"Sleepy Time Gal, The "
1488,Dakota 
1489,"Desert Rats, The "
1490,"Bûche, La "
1491,Nora 
1492,Summer Holiday 
1493,"Villain, The "
1494,Zombie Holocaust 
1495,Bad Company 
1496,Five Card Stud 
1497,For a Lost Soldier 
1498,Goin' South 
1499,Hero and the Terror 
1500,"Horse's Mouth, The "
1501,S.O.B. 
1502,Traces of Red 
1503,Lost in Yonkers 
1504,Zebrahead 
1505,Never Again 
1506,Grand Theft Auto 
1507,Fox and His Friends 
1508,"Legend of Boggy Creek, The "
1509,"Country Bears, The "
1510,Happy Times 
1511,Harry and Walter Go to New York 
1512,"Merchant of Four Seasons, The "
1513,"Eddy Duchin Story, The "
1514,Fathom 
1515,"Earth Trembles, The "
1516,Modesty Blaise 
1517,Ossessione 
1518,Biggie and Tupac 
1519,"Château, The "
1520,Pandora's Box 
1521,Lan Yu 
1522,Read My Lips 
1523,Nightcap 
1524,Beau Pere 
1525,Change of Habit 
1526,"Matter of Taste, A "
1527,"Isle, The "
1528,Children On Their Birthdays 
1529,Hush! 
1530,How I Killed My Father 
1531,Hybrid 
1532,Nightmare City 
1533,"Unearthly, The "
1534,976-EVIL 
1535,Camilla 
1536,Flaming Star 
1537,"Return of the Vampire, The "
1538,"Revenge of Frankenstein, The "
1539,Wild in the Country 
1540,Wolfen 
1541,Slap Her... She's French 
1542,Love and a Bullet 
1543,Mad Love 
1544,True Colors 
1545,"Dogwalker, The "
1546,Heartbreak Hospital 
1547,"Incubus, The "
1548,"Pinochet Case, The "
1549,"Children of the Century, The "
1550,Quitting 
1551,"Devil Bat, The "
1552,"Gypsy Moths, The "
1553,"Hills Have Eyes Part II, The "
1554,Monster in the Closet 
1555,No Way to Treat a Lady 
1556,Shock Waves 
1557,Surf Ninjas 
1558,Tabu: A Story of the South Seas 
1559,"Wanderers, The "
1560,Ratcatcher 
1561,Society 
1562,"Mesmerist, The "
1563,Charly 
1564,Crazy as Hell 
1565,Just a Kiss 
1566,Shanghai Ghetto 
1567,Skins 
1568,Between Strangers 
1569,Pipe Dream 
1570,Godzilla's Revenge 
1571,"Moderns, The "
1572,"Onion Field, The "
1573,Texasville 
1574,Ernest Goes to Africa 
1575,Ernest in the Army 
1576,Claire of the Moon 
1577,Django 
1578,Django 2: Django Strikes Again 
1579,"Fan, The "
1580,Festival in Cannes 
1581,Hanky Panky 
1582,"Rocking Horse Winner, The "
1583,Seance on a Wet Afternoon 
1584,Shamus 
1585,"Wrong Guy, The "
1586,On Guard 
1587,Safe Conduct 
1588,"Young Unknowns, The "
1589,Abandon 
1590,Fidel 
1591,Hansel & Gretel 
1592,Russian Ark 
1593,Take Care of My Cat 
1594,Jason Goes to Hell: The Final Friday 
1595,"Mechanic, The "
1596,To the Devil a Daughter 
1597,Terror Train 
1598,Times Square 
1599,Up the Academy 
1600,When Time Ran Out... 
1601,Wholly Moses 
1602,Xanadu 
1603,All Night Long 
1604,"Amateur, The "
1605,Marianne & Juliane 
1606,The Boogens 
1607,Buddy Buddy 
1608,"Burning, The "
1609,Butterfly 
1610,Make Them Die Slowly 
1611,Carbon Copy 
1612,Charlie Chan and the Curse of the Dragon Queen 
1613,"Goat, The "
1614,"Creature Wasn't Nice, The "
1615,Man of Iron 
1616,Dead & Buried 
1617,Deadly Blessing 
1618,Death Hunt 
1619,Endless Love 
1620,Enter the Ninja 
1621,"Entity, The "
1622,Eye of the Needle 
1623,Faces of Death 2 
1624,Faces of Death 4 
1625,Faces of Death 5 
1626,Faces of Death 6 
1627,Faces of Death: Fact or Fiction? 
1628,"Fort Apache, the Bronx "
1629,Four Friends 
1630,"Inquisitor, The "
1631,Going Ape! 
1632,Goodbye Pork Pie 
1633,Who Pulled the Plug? 
1634,"Hand, The "
1635,Heartbeeps 
1636,History of Kim Skov 
1637,Horror Planet 
1638,"Ladies and Gentlemen, the Fabulous Stains "
1639,Lady Chatterley's Lover 
1640,"Legend of the Lone Ranger, The "
1641,Lili Marleen 
1642,Lola 
1643,"Looney, Looney, Looney Bugs Bunny Movie, The "
1644,Madman 
1645,Modern Romance 
1646,Ms. 45 
1647,"Night the Lights Went Out in Georgia, The "
1648,Only When I Laugh 
1649,Pennies from Heaven 
1650,Pieces 
1651,Private Lessons 
1652,Derrida 
1653,All the Queen's Men 
1654,Food of Love 
1655,Time Changer 
1656,Good Work 
1657,"Big Knife, The "
1658,Escanaba in da Moonlight 
1659,How to Murder Your Wife 
1660,Besotted 
1661,Blackboards 
1662,Love In the Time of Money 
1663,"Weight of Water, The "
1664,Etoiles: Dancers of the Paris Opera Ballet 
1665,"God is Great, I'm Not "
1666,"Rising Place, The "
1667,Half Past Dead 
1668,Interview with the Assassin 
1669,"Way Home, The "
1670,Mutant Action 
1671,Eyes of an Angel 
1672,Liberty Stands Still 
1673,"Life and Death of Colonel Blimp, The "
1674,"Young Americans, The "
1675,Mysterious Island 
1676,Soul Assassin 
1677,Left Behind II: Tribulation Force 
1678,Fingers 
1679,"Good Evening, Mr. Wallenberg "
1680,Legion of the Dead 
1681,Too Beautiful for You 
1682,"Prowler, The "
1683,"Pursuit of D.B. Cooper, The "
1684,Raggedy Man 
1685,Rich and Famous 
1686,Road Games 
1687,Rollover 
1688,Saturday the 14th 
1689,Sharky's Machine 
1690,Shock Treatment 
1691,So Fine 
1692,"Soupe aux Choux, La "
1693,Southern Comfort 
1694,Sphinx 
1695,Tales of Ordinary Madness 
1696,Student Bodies 
1697,"Tarzan, the Ape Man "
1698,Tattoo 
1699,They All Laughed 
1700,This Is Elvis 
1701,True Confessions 
1702,Revolution #9 
1703,Better Housekeeping 
1704,Smokers Only 
1705,What to Do in Case of Fire 
1706,I Love You Too 
1707,Another You 
1708,"Island at the Top of the World, The "
1709,"Last Seduction II, The "
1710,Making Contact 
1711,"Noah's Arc Principle, The "
1712,"Sword and the Sorcerer, The "
1713,My Kingdom 
1714,Soap Girl 
1715,It All Starts Today 
1716,Medea 
1717,Scarlet Diva 
1718,Bolero 
1719,Urgh! A Music War 
1720,Warning for the Joensson Gang 
1721,"Vernon, Florida "
1722,Whose Life Is It Anyway? 
1723,Zoot Suit 
1724,Alone in the Dark 
1725,Ace of Aces 
1726,Attack Force Z 
1727,Author! Author! 
1728,Barbarosa 
1729,Best Friends 
1730,"Border, The "
1731,Brimstone and Treacle 
1732,Britannia Hospital 
1733,Cannery Row 
1734,"Challenge, The "
1735,Class of 1984 
1736,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean "
1737,Danton 
1738,"Man Who Saves the World, The "
1739,Eating Raoul 
1740,Pellet 
1741,"Guys, The "
1742,"Jimmy Show, The "
1743,"Wild Thornberrys Movie, The "
1744,Bad Influence 
1745,Company Business 
1746,"Kiss Before Dying, A "
1747,Legend of the Lost 
1748,"Road to Hong Kong, The "
1749,Running Time 
1750,Where Sleeping Dogs Lie 
1751,Where's Poppa? 
1752,"Whistle Blower, The "
1753,"Day of the Triffids, The "
1754,Esther Kahn 
1755,Invaders from Mars 
1756,Asoka 
1757,"Love, Honour and Obey "
1758,Sonny 
1759,Champagne for Caesar 
1760,Doppelganger 
1761,"House on the Edge of the Park, The "
1762,Abraham's Valley 
1763,P.S. Your Cat is Dead 
1764,"Son, The "
1765,Double Whammy 
1766,Wisegirls 
1767,Big Shot's Funeral 
1768,Divine Intervention 
1769,Kira's Reason: A Love Story 
1770,Above Suspicion 
1771,Breaking Up 
1772,"Deathmaker, The "
1773,"Easy Come, Easy Go "
1774,Fun in Acapulco 
1775,"Little Romance, A "
1776,"Paradise, Hawaiian Style "
1777,Summer Lovers 
1778,Tune in Tomorrow... 
1779,In the Mirror of Maya Deren 
1780,Bullet 
1781,Claudine 
1782,Dead Reckoning 
1783,"Devil at 4 O'Clock, The "
1784,Gus 
1785,"Horse in the Gray Flannel Suit, The "
1786,Krush Groove 
1787,"Moon-Spinners, The "
1788,Chaos 
1789,Kedma 
1790,I'm All Right Jack 
1791,Murder by Decree 
1792,Pursued 
1793,Big Time Operators 
1794,Two-Way Stretch 
1795,"Unfaithful Wife, The "
1796,Victim 
1797,Endangered Species 
1798,"Simple-Minded Murder, The "
1799,Enigma 
1800,Evil Under the Sun 
1801,Five Days One Summer 
1802,Forced Vengeance 
1803,Never Play Clever Again 
1804,"Grey Fox, The "
1805,Hammett 
1806,Honkytonk Man 
1807,Neil Young: Human Highway 
1808,If You Could See What I Hear 
1809,Jekyll & Hyde... Together Again 
1810,"J. Gang Meets Dynamite Harry, The "
1811,Labyrinth of Passion 
1812,"Last American Virgin, The "
1813,Liquid Sky 
1814,Making Love 
1815,Manhattan Baby 
1816,"Marathon Family, The "
1817,Megaforce 
1818,"Missionary, The "
1819,Monsignor 
1820,Moonlighting 
1821,Mother Lode 
1822,That Night in Varennes 
1823,One from the Heart 
1824,Pandemonium 
1825,Partners 
1826,Godard's Passion 
1827,Permanent Vacation 
1828,Personal Best 
1829,Privates on Parade 
1830,Blind Chance 
1831,Q: The Winged Serpent 
1832,Querelle 
1833,Veronika Voss 
1834,Shoot the Moon 
1835,Six Pack 
1836,Six Weeks 
1837,"Soldier, The "
1838,Some Kind of Hero 
1839,"New York Ripper, The "
1840,"State of Things, The "
1841,Starstruck 
1842,Still of the Night 
1843,"South, The "
1844,Sword of the Valiant 
1845,Tag: The Assassination Game 
1846,Tempest 
1847,Time Walker 
1848,"Traviata, La "
1849,To Begin Again 
1850,"White Rose, The "
1851,"Final Option, The "
1852,Wrong Is Right 
1853,Yol 
1854,"Yor, the Hunter from the Future "
1855,Deliver Us from Eva 
1856,Amandla! A Revolution in Four Part Harmony 
1857,Painted Fire 
1858,Lockdown 
1859,Ordinary Sinner 
1860,Stand-In 
1861,10 to Midnight 
1862,Cesar & Rosalie 
1863,"Countess from Hong Kong, A "
1864,Into the West 
1865,Kinjite: Forbidden Subjects 
1866,Messenger of Death 
1867,Mr. Majestyk 
1868,Murphy's Law 
1869,"Prayer for the Dying, A "
1870,Q & A 
1871,Dischord 
1872,"Lawless Heart, The "
1873,"Navigators, The "
1874,Till Human Voices Wake Us 
1875,American Heart 
1876,Edie & Pen 
1877,Insignificance 
1878,Mr. North 
1879,Seize the Day 
1880,"Slaughter Rule, The "
1881,Teenagers from Outer Space 
1882,Trouble Bound 
1883,Ten 
1884,Gaudi Afternoon 
1885,Under the Skin of the City 
1886,"Lost Honor of Katharina Blum, The "
1887,Loving You 
1888,Two-Lane Blacktop 
1889,Bang the Drum Slowly 
1890,"Benny Goodman Story, The "
1891,Born Yesterday 
1892,Fear Strikes Out 
1893,One Good Cop 
1894,Ringu 2 
1895,Women in Love 
1896,Japon 
1897,Down and Out with the Dolls 
1898,"Bible, The "
1899,"House with Laughing Windows, The "
1900,I Am Curious 
1901,"Dames du Bois de Boulogne, Les "
1902,My Friend Flicka 
1903,"Robe, The "
1904,Wind 
1905,Unknown Pleasures 
1906,Eye of God 
1907,Physical Evidence 
1908,Square Dance 
1909,Wake of the Red Witch 
1910,Winter Kills 
1911,Fellini: I'm a Born Liar 
1912,Cet amour-là 
1913,DysFunktional Family 
1914,Marion Bridge 
1915,XX/XY 
1916,Brainscan 
1917,"Iceman Cometh, The "
1918,Married to It 
1919,"Other Side of Heaven, The "
1920,"Private Function, A "
1921,Cartouche 
1922,"Marrying Man, The "
1923,Stella 
1924,"Real Cancun, The "
1925,City of Ghosts 
1926,House of Fools 
1927,Only the Strong Survive - A Celebration of Soul 
1928,Washington Heights 
1929,Absolute Beginners 
1930,Hysterical Blindness 
1931,Lambada 
1932,Roadie 
1933,"Carpetbaggers, The "
1934,"Girls, Les "
1935,Gunfight at the O.K. Corral 
1936,Dracula: Pages from a Virgin's Diary 
1937,Friends and Family 
1938,"Three Marias, The "
1939,Love the Hard Way 
1940,Regeneration 
1941,Snowball Express 
1942,"Man Called Horse, A "
1943,For Sale 
1944,Big Jake 
1945,Dementia 13 
1946,"Bizarre, Bizarre "
1947,Le Mans 
1948,Rio Lobo 
1949,"Swimmer, The "
1950,"White Sheik, The "
1951,Two Evil Eyes 
1952,Bend of the River 
1953,Come September 
1954,"Electric Horseman, The "
1955,Gay Purr-ee 
1956,King Rat 
1957,Mr. & Mrs. Bridge 
1958,Night Passage 
1959,"Rare Breed, The "
1960,Straight Talk 
1961,"Far Country, The "
1962,Ziggy Stardust and the Spiders from Mars 
1963,Battle Cry 
1964,"Courtship of Eddie's Father, The "
1965,Operation Pacific 
1966,13 Rue Madeleine 
1967,633 Squadron 
1968,Attack! 
1969,Battle of Britain 
1970,"Big Trail, The "
1971,Cloak and Dagger 
1972,"Comancheros, The "
1973,Duel at Diablo 
1974,"Heaven Knows, Mr. Allison "
1975,"Hot Rock, The "
1976,North to Alaska 
1977,This Man Must Die 
1978,Sink the Bismark! 
1979,"Blue Max, The "
1980,"Desert Fox, The "
